Geneid,Chr,Start,End,Strand,Length
YER119C,V,399496,400842,-,1347
YEL020C-B,V,117183,117380,-,198
YER068W,V,293050,294813,+,1764
YER158C,V,488857,490578,-,1722
YER138W-A,V,449474,449578,+,105
YER130C,V,421115,422446,-,1332
YEL015W,V,126629,128284,+,1656
tK(CUU)E1,V,135425,135497,-,73
YER153C,V,474041,474805,-,765
YER137W-A,V,441575,441880,+,306
YER113C,V,387932,390052,-,2121
YEL030W,V,94644,96578,+,1935
YER083C,V,326174,327031,-,858
YER167W,V,518216,520771,+,2556
YEL032C-A,V,87040,87201,-,162
YEL073C,V,7230,7553,-,324
tV(AAC)E1,V,438700,438773,+,74
YER005W,V,160550,162442,+,1893
YER102W,V,363100,363702,+,603
YER046W,V,243180,243611,+,432
YER023C-A,V,201522,201734,-,213
YEL031W,V,90258,93905,+,3648
YER075C,V,308413,311199,-,2787
YER073W,V,304030,305592,+,1563
YEL027W,V,100769,101251,+,483
YEL024W,V,107260,107907,+,648
YER049W,V,251728,253662,+,1935
YER175W-A,V,540650,540814,+,165
YEL037C,V,81407,82603,-,1197
YER134C,V,437267,437803,-,537
YER088C,V,333176,335188,-,2013
YER175C,V,539464,540363,-,900
tG(GCC)E,V,61890,61960,-,71
YER021W,V,196948,198519,+,1572
YER004W,V,159580,160275,+,696
YER087C-A,V,331817,332368,-,552
YEL017W,V,123657,124670,+,1014
YER106W,V,372326,373234,+,909
YER066C-A,V,291703,292203,-,501
YER117W,V,396769,397653,+,885
YER145C-A,V,462386,462823,-,438
YER076W-A,V,313390,313737,+,348
YER187W,V,566230,566655,+,426
snR14,V,167427,167586,-,160
YER046W-A,V,243700,244029,+,330
YER168C,V,521029,522669,-,1641
YER124C,V,407342,409063,-,1722
SRG1,V,322212,322762,+,551
YER095W,V,349980,351182,+,1203
YEL028W,V,98668,99129,+,462
YER045C,V,240032,241501,-,1470
YER088W-B,V,335927,336073,+,147
YER086W,V,328477,330207,+,1731
YER188C-A,V,569608,569907,-,300
YER148W,V,465303,466025,+,723
YEL022W,V,111421,115800,+,4380
YEL001C,V,150301,150978,-,678
YER056C,V,266512,268113,-,1602
YER087C-B,V,332582,332830,-,249
YEL013W,V,128825,130561,+,1737
YER074W,V,306323,307196,+,874
tE(UUC)E3,V,487331,487402,-,72
YER133W-A,V,437191,437532,+,342
YER119C-A,V,400867,401238,-,372
YEL063C,V,31694,33466,-,1773
YEL051W,V,58378,59148,+,771
YER190C-B,V,575680,576162,-,483
YEL061C,V,36535,39537,-,3003
YER059W,V,272624,273886,+,1263
YER091C-A,V,342390,342611,-,222
YER140W,V,451565,453235,+,1671
YEL056W,V,47168,48373,+,1206
YER084W-A,V,327598,328110,+,513
YER036C,V,223367,225199,-,1833
YEL009C,V,138918,139763,-,846
YER079C-A,V,319902,320240,-,339
YEL053W-A,V,52908,53255,+,348
tM(CAU)E,V,100133,100204,+,72
YEL030C-A,V,94583,94897,-,315
YEL014C,V,128303,128608,-,306
YER156C,V,483325,484341,-,1017
YER162C,V,500630,502894,-,2265
YER090W,V,337949,339472,+,1524
YER074W-A,V,307653,308123,+,471
YER041W,V,232461,234740,+,2280
YER165C-A,V,512627,512983,-,357
YER097W,V,355140,355469,+,330
YER112W,V,387232,387795,+,564
YER090C-A,V,338322,338411,-,90
YER067C-A,V,292240,292563,-,324
snR67,V,61352,61433,+,82
tH(GUG)E1,V,207357,207428,+,72
YER174C,V,538434,539168,-,735
YER107W-A,V,374394,374714,+,321
YER026C,V,207644,208474,-,831
YER099C,V,358105,359061,-,957
YEL048C,V,64709,65167,-,459
YEL070W,V,19589,21097,+,1509
YER025W,V,205251,206834,+,1584
YEL075W-A,V,4870,5481,+,612
YER126C,V,413394,414179,-,786
tI(AAU)E1,V,443202,443275,-,74
YER182W,V,552525,553259,+,735
YER165W,V,510373,512106,+,1734
YEL058W,V,43252,44925,+,1674
YER060W-A,V,276572,278164,+,1593
YER184C,V,556296,558680,-,2385
YEL012W,V,131772,132551,+,780
YEL020W-A,V,117211,117474,+,264
YER077C,V,314534,316600,-,2067
YER039C,V,228456,229205,-,750
YER042W,V,234937,235491,+,555
YER019W,V,192797,194230,+,1434
YER039C-A,V,229263,229481,-,219
YER058W,V,271768,272091,+,324
YER110C,V,378762,382103,-,3342
YER135C,V,437952,438344,-,393
YEL023C,V,108504,110552,-,2049
YEL077C,V,264,4097,-,3834
tI(AAU)E2,V,551285,551358,-,74
YER001W,V,153520,155808,+,2289
YEL020C,V,118617,120299,-,1683
YEL044W,V,69757,70257,+,501
YER180C,V,549724,550527,-,804
YER087W,V,330576,332306,+,1731
YER055C,V,264892,265785,-,894
tR(ACG)E,V,492352,492424,-,73
YER091C,V,339864,342167,-,2304
YER138C,V,443756,449024,-,5269
YER137C-A,V,447702,449024,-,1323
YER159C-A,V,496802,498124,-,1323
YER160C,V,492856,498124,-,5269
YER109C,V,20178,21962,-,1785
RUF22,VI,199299,199813,-,515
YFL031C-A,VI,76014,76115,-,102
YFL026W,VI,82580,83875,+,1296
YFR027W,VI,207452,208297,+,846
YFR052W,VI,252505,253329,+,825
YFL064C,VI,3322,3846,-,525
YFL015C,VI,106469,106963,-,495
YFL011W,VI,112345,113985,+,1641
YFR017C,VI,182274,182861,-,588
YFL018C,VI,101628,103127,-,1500
YFL032W,VI,74872,75192,+,321
YFR036W,VI,226963,227337,+,375
YFR006W,VI,156145,157752,+,1608
YFR021W,VI,194812,196314,+,1503
tK(CUU)F,VI,226688,226760,-,73
YFL034W,VI,65477,68698,+,3222
YFL012W-A,VI,109810,110184,+,375
YFL024C,VI,87847,90345,-,2499
YFL013C,VI,107852,109930,-,2079
RUF23,VI,221714,221967,+,254
YFL046W,VI,42815,43438,+,624
YFR014C,VI,172537,173877,-,1341
YFL056C,VI,14305,15431,-,1127
YFL041W-A,VI,48734,48925,+,192
YFR055W,VI,264204,265226,+,1023
YFR013W,VI,169922,172285,+,2364
YFR049W,VI,248523,248894,+,372
YFL050C,VI,33272,35848,-,2577
YFR044C,VI,239992,241437,-,1446
YFR032C-B,VI,223710,223973,-,264
YFR034W-A,VI,226022,226309,+,288
tP(UGG)F,VI,101376,101478,+,103
YFR009W,VI,162488,164746,+,2259
tA(AGC)F,VI,204924,204996,-,73
YFL045C,VI,43628,44392,-,765
YFL068W,VI,53,535,+,483
YFR018C,VI,183131,184222,-,1092
YFR034C,VI,225020,225958,-,939
YFR029W,VI,210937,212973,+,2037
YFL003C,VI,134521,137157,-,2637
YFR041C,VI,237368,238255,-,888
YFL059W,VI,11363,12259,+,897
YFL062W,VI,6426,7565,+,1140
YFR026C,VI,205748,206257,-,510
YFL014W,VI,107256,107585,+,330
YFL066C,VI,1437,2615,-,1179
YFL047W,VI,40421,42565,+,2145
YFR032C-A,VI,223258,223437,-,180
YFR056C,VI,263957,264325,-,369
RUF20,VI,131061,131503,-,443
YFL044C,VI,44655,45560,-,906
YFR011C,VI,166746,167258,-,513
YFR022W,VI,196833,199034,+,2202
YFR047C,VI,244279,245166,-,888
tF(GAA)F,VI,157916,158007,-,92
YFL051C,VI,30058,30540,-,483
YFL054C,VI,20847,22787,-,1941
YFR036W-A,VI,227451,228101,+,651
YFR024C-A,VI,201960,203433,-,1474
YFR045W,VI,241998,242999,+,1002
YFR002W,VI,150016,152535,+,2520
YFL012W,VI,110647,111093,+,447
YFL033C,VI,69115,74427,-,5313
YFL021W,VI,95966,97498,+,1533
YFL008W,VI,119429,123106,+,3678
YFL019C,VI,100252,100605,-,354
YFR005C,VI,154527,155873,-,1347
YFL022C,VI,93499,95010,-,1512
YFL028C,VI,79344,80213,-,870
YFL052W,VI,28232,29629,+,1398
YFR008W,VI,160535,161200,+,666
YFL002C,VI,145114,146934,-,1821
YFL055W,VI,17004,18680,+,1677
YFL034C-B,VI,63016,63993,-,978
YFR023W,VI,199874,201709,+,1836
YFR001W,VI,149110,149724,+,615
YFL023W,VI,90986,93376,+,2391
YFL020C,VI,99231,99599,-,369
tY(GUA)F2,VI,210619,210707,-,89
YFL067W,VI,836,1363,+,528
YFR031C-A,VI,220507,221418,-,912
YFL010C,VI,115108,115743,-,636
tN(GUU)F,VI,137486,137559,-,74
YFL053W,VI,23423,25198,+,1776
YFR030W,VI,213312,216419,+,3108
YFR003C,VI,152657,153124,-,468
YFL039C,VI,53260,54696,-,1437
YFL029C,VI,78055,79161,-,1107
YFL030W,VI,76831,77988,+,1158
YFL058W,VI,12929,13951,+,1023
YFL016C,VI,104701,106236,-,1536
YFR040W,VI,234242,237250,+,3009
YFL041W,VI,49139,51007,+,1869
tS(GCU)F,VI,191513,191613,-,101
tG(GCC)F1,VI,162228,162298,+,71
YFL036W,VI,58782,62837,+,4056
YFR053C,VI,253592,255049,-,1458
YFL048C,VI,38843,40180,-,1338
YFL015W-A,VI,106415,106732,+,318
YFR057W,VI,269061,269516,+,456
YFR046C,VI,243074,244159,-,1086
YFL037W,VI,56336,57709,+,1374
YFL061W,VI,9545,10222,+,678
YFL017C,VI,103983,104462,-,480
YFR012W,VI,167888,168496,+,609
YFL034C-A,VI,64243,64932,-,690
YFR010W,VI,165067,166566,+,1500
YFL040W,VI,51350,52972,+,1623
YFR020W,VI,192737,193435,+,699
YFR038W,VI,229380,231941,+,2562
YFR012W-A,VI,169224,169310,+,87
YFL031W,VI,75179,76147,+,969
YFL017W-A,VI,103699,103932,+,234
YFL005W,VI,130334,130981,+,648
YFR019W,VI,184502,191338,+,6837
YFL042C,VI,45720,47744,-,2025
YFR042W,VI,238458,239060,+,603
YFR050C,VI,249066,249866,-,801
YFR007W,VI,159299,160360,+,1062
YFL065C,VI,3030,3338,-,309
YFL038C,VI,55366,55986,-,621
YFR015C,VI,174265,176391,-,2127
tG(GCC)F2,VI,180974,181044,-,71
YFR009W-A,VI,163875,164132,+,258
YFL060C,VI,10301,10969,-,669
YFR043C,VI,239114,239827,-,714
YFL049W,VI,36803,38674,+,1872
YFR052C-A,VI,253429,253734,-,306
RUF21,VI,57815,58521,-,707
YFR028C,VI,208413,210068,-,1656
YFR010W-A,VI,166728,166916,+,189
YFR051C,VI,250163,251803,-,1641
YFR016C,VI,177042,180743,-,3702
YFR032C,VI,222090,222959,-,870
YFL001W,VI,147131,148459,+,1329
YFR037C,VI,227513,229186,-,1674
YFL013W-A,VI,107799,108602,+,804
YFL063W,VI,5066,5521,+,456
YFR025C,VI,203743,204750,-,1008
YFL025C,VI,84145,87234,-,3090
YFR054C,VI,258855,259433,-,579
YFR033C,VI,224326,224769,-,444
YFR031C,VI,216594,220106,-,3513
YFL021C-A,VI,95761,96615,-,855
YFL010W-A,VI,114990,115274,+,285
YFR039C,VI,232012,233544,-,1533
YFL027C,VI,80419,81912,-,1494
YFL007W,VI,123479,129910,+,6432
YFL004W,VI,131810,134296,+,2487
YFR048W,VI,246146,248134,+,1989
YFR035C,VI,226121,226465,-,345
tY(GUA)F1,VI,167437,167525,+,89
YFL009W,VI,116145,118484,+,2340
YFR004W,VI,153393,154313,+,921
YFL002W-B,VI,138204,139520,+,1317
YFL002W-A,VI,138204,143517,+,5314
YGL087C,VII,346406,346904,-,499
YGL156W,VII,210416,213667,+,3252
YGL015C,VII,465043,465435,-,393
RME2,VII,141898,144120,-,2223
YGR251W,VII,995639,996229,+,591
YGR162W,VII,824059,826917,+,2859
tK(UUU)G2,VII,700953,701048,-,96
YGR005C,VII,504657,505859,-,1203
YGL160W,VII,200561,202273,+,1713
snR46,VII,545370,545566,+,197
tD(GUC)G1,VII,531610,531681,+,72
YGL211W,VII,92512,93591,+,1080
YGR141W,VII,770569,771972,+,1404
YGL239C,VII,49431,49745,-,315
YGL097W,VII,321782,323230,+,1449
YGR030C,VII,545681,546157,-,477
YGR224W,VII,942806,944647,+,1842
YGR142W,VII,772454,773686,+,1233
YGR186W,VII,867774,869981,+,2208
YGR181W,VII,858287,858604,+,318
YGL081W,VII,357377,358339,+,963
YGR082W,VII,644044,644595,+,552
YGL028C,VII,441281,442909,-,1629
YGL021W,VII,454785,457067,+,2283
YGL110C,VII,301537,303411,-,1875
YGR167W,VII,832456,833157,+,702
YGL017W,VII,459854,461365,+,1512
tA(UGC)G,VII,794417,794489,+,73
YGR156W,VII,800546,801823,+,1278
YGR291C,VII,1076283,1076504,-,222
YGR197C,VII,892497,894140,-,1644
YGR041W,VII,577487,579130,+,1644
YGL079W,VII,359444,360100,+,657
YGL107C,VII,304333,306273,-,1941
YGL168W,VII,187464,187796,+,333
YGL228W,VII,67598,69331,+,1734
YGR183C,VII,859063,859476,-,414
YGL050W,VII,405776,406597,+,822
YGR273C,VII,1038715,1039239,-,525
YGR086C,VII,649598,650617,-,1020
YGR228W,VII,949365,949709,+,345
YGL145W,VII,230243,232348,+,2106
YGR098C,VII,682566,687458,-,4893
YGR074W,VII,635712,636152,+,441
YGL098W,VII,317342,318079,+,738
snR7-S,VII,939494,939672,-,179
YGL096W,VII,325331,326161,+,831
YGR240C-A,VII,974577,974777,-,201
YGR172C,VII,842845,843591,-,747
YGR194C,VII,886073,887875,-,1803
YGL026C,VII,446412,448535,-,2124
YGL213C,VII,90054,91247,-,1194
YGL248W,VII,35653,36762,+,1110
YGL075C,VII,366925,368088,-,1164
YGL256W,VII,15159,16307,+,1149
YGL012W,VII,472855,474276,+,1422
YGL082W,VII,355827,356972,+,1146
YGR161C,VII,808629,809420,-,792
tW(CCA)G1,VII,287350,287455,-,106
YGR274C,VII,1039895,1043095,-,3201
YGR031C-A,VII,546809,547300,-,492
YGL037C,VII,427297,427947,-,651
YGL252C,VII,25718,27484,-,1767
YGL250W,VII,31910,32635,+,726
YGR260W,VII,1012485,1014089,+,1605
YGR159C,VII,806412,807656,-,1245
YGR006W,VII,506070,506825,+,756
YGL121C,VII,280777,281157,-,381
YGL040C,VII,419527,420555,-,1029
YGR130C,VII,751394,753844,-,2451
YGR021W,VII,527632,528504,+,873
YGR097W,VII,678695,682135,+,3441
YGL170C,VII,184153,185394,-,1242
YGL166W,VII,191129,191806,+,678
YGL104C,VII,308713,310173,-,1461
YGR149W,VII,789031,790329,+,1299
YGR195W,VII,888882,889622,+,741
tG(GCC)G2,VII,930953,931023,-,71
YGR250C,VII,991176,993521,-,2346
YGL155W,VII,214081,215211,+,1131
YGL216W,VII,84885,87302,+,2418
YGR029W,VII,543553,544205,+,653
YGL125W,VII,272520,274322,+,1803
YGR038W,VII,560682,561350,+,669
YGR008C,VII,508110,508364,-,255
YGR248W,VII,985972,986739,+,768
YGL094C,VII,331118,334465,-,3348
YGR131W,VII,754726,755250,+,525
YGR163W,VII,827552,828577,+,1026
YGR125W,VII,742325,745435,+,3111
YGR279C,VII,1048798,1049958,-,1161
YGL022W,VII,452404,454560,+,2157
tD(GUC)G2,VII,544577,544648,-,72
YGR271W,VII,1031791,1037694,+,5904
YGL025C,VII,448764,449957,-,1194
YGL176C,VII,171415,173079,-,1665
YGR031W,VII,546441,547469,+,1029
YGL102C,VII,311505,311933,-,429
YGR182C,VII,858551,858904,-,354
YGR025W,VII,532639,532941,+,303
YGL113W,VII,295932,297938,+,2007
YGR188C,VII,872044,875109,-,3066
YGL162W,VII,198138,199037,+,900
YGL084C,VII,350616,352298,-,1683
snR10,VII,345986,346230,+,245
YGL196W,VII,129883,131169,+,1287
RME3,VII,33109,35013,-,1905
YGR230W,VII,951894,952307,+,414
YGR084C,VII,647123,648142,-,1020
YGL222C,VII,80659,81186,-,528
YGR166W,VII,830515,832197,+,1683
YGR122C-A,VII,735630,735758,-,129
YGR152C,VII,794674,795492,-,819
YGL210W,VII,93792,94460,+,669
YGR265W,VII,1021648,1022058,+,411
YGR157W,VII,802440,805049,+,2610
YGL240W,VII,48613,49365,+,753
YGR085C,VII,648383,648907,-,525
YGR237C,VII,963298,965655,-,2358
YGL146C,VII,228751,229686,-,936
YGL153W,VII,216273,217298,+,1026
YGR075C,VII,636147,636875,-,729
tT(UGU)G2,VII,1004216,1004287,+,72
YGL169W,VII,186059,187339,+,1281
YGR187C,VII,870232,871416,-,1185
YGL167C,VII,187616,190468,-,2853
YGR050C,VII,592086,592442,-,357
YGR035W-A,VII,557565,557786,+,222
YGR217W,VII,924696,930815,+,6120
YGR068C,VII,625324,627084,-,1761
YGR296W,VII,1084864,1090591,+,5728
YGR177C,VII,848829,850436,-,1608
YGL068W,VII,375087,375671,+,585
tN(GUU)G,VII,731137,731210,+,74
YGL018C,VII,459110,459664,-,555
YGL188C,VII,149343,149516,-,174
YGR126W,VII,745835,746527,+,693
YGL065C,VII,379760,381271,-,1512
YGL014W,VII,466141,468807,+,2667
YGL100W,VII,313234,314283,+,1050
YGR288W,VII,1070293,1071714,+,1422
YGL174W,VII,174545,175345,+,801
YGR211W,VII,915241,916701,+,1461
YGL204C,VII,111700,112005,-,306
YGR270W,VII,1027370,1031509,+,4140
YGR204W,VII,905934,908774,+,2841
YGR266W,VII,1022656,1024761,+,2106
YGL070C,VII,374459,374827,-,369
YGL225W,VII,76894,77907,+,1014
YGL120C,VII,281634,283937,-,2304
tE(UUC)G1,VII,328583,328654,+,72
YGR252W,VII,996869,998188,+,1320
YGL106W,VII,306560,307009,+,450
YGR284C,VII,1060658,1061590,-,933
YGR032W,VII,548264,553951,+,5688
YGR174C,VII,845893,846405,-,513
YGR208W,VII,911883,912812,+,930
YGL016W,VII,461666,464911,+,3246
YGR255C,VII,1002523,1003962,-,1440
YGR146C-A,VII,785276,785437,-,162
YGL194C,VII,140368,141726,-,1359
YGL138C,VII,248494,249531,-,1038
YGR091W,VII,666341,667825,+,1485
YGR200C,VII,899904,902270,-,2367
YGR191W,VII,880420,882231,+,1812
YGR270C-A,VII,1027382,1027600,-,219
YGL227W,VII,69671,72547,+,2877
YGR081C,VII,643148,643780,-,633
YGL243W,VII,43307,44509,+,1203
YGL194C-A,VII,139719,139961,-,243
YGR148C,VII,787312,787779,-,468
YGL136C,VII,252897,253859,-,963
YGR276C,VII,1043819,1045480,-,1662
YGL129C,VII,267723,269075,-,1353
tR(UCU)G2,VII,828723,828794,-,72
YGR053C,VII,594986,595837,-,852
YGR069W,VII,627083,627418,+,336
YGL224C,VII,78015,78857,-,843
YGL193C,VII,141916,142227,-,312
YGL020C,VII,457163,457870,-,708
YGL177W,VII,167559,167906,+,348
YGL189C,VII,148229,148588,-,360
YGR122W,VII,733935,735143,+,1209
YGL003C,VII,492474,494174,-,1701
YGR210C,VII,913503,914738,-,1236
tG(GCC)G1,VII,845649,845719,+,71
YGR079W,VII,640720,641832,+,1113
YGL115W,VII,292033,293001,+,969
YGL105W,VII,307437,308567,+,1131
YGR026W,VII,532985,533821,+,837
YGR087C,VII,651290,652981,-,1692
YGR278W,VII,1046731,1048464,+,1734
YGR042W,VII,579476,580291,+,816
YGR043C,VII,580435,581436,-,1002
YGL165C,VII,191398,191976,-,579
YGR110W,VII,713709,715046,+,1338
YGR089W,VII,656960,659770,+,2811
YGL158W,VII,207033,208571,+,1539
YGR262C,VII,1016974,1017759,-,786
YGL200C,VII,122694,123305,-,612
YGL117W,VII,288512,289309,+,798
YGL186C,VII,151037,152776,-,1740
YGR010W,VII,511545,512732,+,1188
YGR198W,VII,894693,897146,+,2454
YGR137W,VII,762888,763262,+,375
YGL058W,VII,393986,394504,+,519
YGL226W,VII,73340,73711,+,372
YGL055W,VII,398628,400160,+,1533
YGL184C,VII,154615,156012,-,1398
YGL024W,VII,449788,450123,+,336
tV(AAC)G3,VII,73829,73902,-,74
YGL151W,VII,217524,220922,+,3399
YGR101W,VII,693363,694403,+,1041
YGL230C,VII,63772,64215,-,444
YGR103W,VII,695417,697234,+,1818
YGR096W,VII,676621,677565,+,945
YGR112W,VII,717358,718527,+,1170
tI(AAU)G,VII,739122,739195,+,74
YGL013C,VII,469092,472298,-,3207
YGL076C,VII,364335,365996,-,1662
YGR067C,VII,622372,624786,-,2415
YGR094W,VII,672186,675500,+,3315
YGL226C-A,VII,72749,73158,-,410
YGR045C,VII,583934,584296,-,363
YGR175C,VII,846933,848423,-,1491
YGL008C,VII,479910,482666,-,2757
YGR115C,VII,720372,721151,-,780
YGR108W,VII,703636,705051,+,1416
YGR218W,VII,932541,935795,+,3255
YGR205W,VII,909213,910085,+,873
YGL073W,VII,368753,371254,+,2502
YGL009C,VII,476313,478652,-,2340
YGL095C,VII,328874,330607,-,1734
YGL137W,VII,249869,252738,+,2870
YGL214W,VII,90010,90495,+,486
YGR105W,VII,698599,698832,+,234
YGR001C,VII,497133,498034,-,902
tK(UUU)G1,VII,115488,115583,+,96
YGL217C,VII,84839,85180,-,342
YGL173C,VII,175527,180113,-,4587
YGL086W,VII,347119,349368,+,2250
YGR223C,VII,940869,942215,-,1347
tS(AGA)G,VII,561662,561743,-,82
YGR077C,VII,637744,639513,-,1770
YGL052W,VII,403437,403742,+,306
YGR285C,VII,1061852,1063153,-,1302
YGL080W,VII,358636,359028,+,393
YGL207W,VII,98969,102076,+,3108
YGR261C,VII,1014321,1016750,-,2430
YGR226C,VII,946792,947001,-,210
YGL140C,VII,241353,245012,-,3660
YGL078C,VII,360288,361859,-,1572
YGL199C,VII,123572,124042,-,471
YGR164W,VII,828625,828960,+,336
YGR150C,VII,790459,793053,-,2595
YGL006W-A,VII,485423,485533,+,111
YGR196C,VII,889733,892186,-,2454
YGL197W,VII,124698,129161,+,4464
YGR136W,VII,762428,763153,+,726
YGR153W,VII,796092,796745,+,654
YGL159W,VII,202721,203833,+,1113
YGR286C,VII,1063813,1064940,-,1128
YGL254W,VII,22304,23203,+,900
tH(GUG)G1,VII,110625,110696,-,72
YGR023W,VII,529264,530919,+,1656
snR48,VII,609584,609696,+,113
YGL063W,VII,383654,384766,+,1113
YGL154C,VII,215278,216096,-,819
YGL035C,VII,431548,433062,-,1515
YGR009C,VII,509047,511002,-,1956
YGR034W,VII,555812,556672,+,861
YGL064C,VII,381523,383208,-,1686
YGR118W,VII,726974,727730,+,757
YGR277C,VII,1045644,1046561,-,918
YGR232W,VII,953960,954646,+,687
YGR227W,VII,947420,948997,+,1578
YGL142C,VII,236269,238119,-,1851
YGL143C,VII,234717,235958,-,1242
YGR222W,VII,939923,940804,+,882
YGL045W,VII,414102,415730,+,1629
YGL253W,VII,23935,25395,+,1461
YGR257C,VII,1006205,1007305,-,1101
YGL131C,VII,261648,265859,-,4212
YGR064W,VII,617621,617989,+,369
YGR263C,VII,1017967,1019241,-,1275
YGL049C,VII,406860,409604,-,2745
YGR296C-B,VII,1089746,1090228,-,483
YGL202W,VII,116059,117561,+,1503
YGL258W-A,VII,9162,9395,+,234
YGR133W,VII,756896,757447,+,552
YGR109C,VII,705359,706501,-,1143
YGR037C,VII,559731,559994,-,264
YGL077C,VII,362225,363916,-,1692
YGR111W,VII,715828,717030,+,1203
YGR016W,VII,522261,522833,+,573
YGR245C,VII,979765,982068,-,2304
YGR287C,VII,1067222,1068991,-,1770
YGL244W,VII,41498,43174,+,1677
YGL057C,VII,394966,395829,-,864
YGL187C,VII,149704,150171,-,468
YGR180C,VII,855264,856301,-,1038
YGR116W,VII,720409,724764,+,4356
YGL181W,VII,157906,159096,+,1191
YGR202C,VII,903474,904748,-,1275
YGL127C,VII,270392,270775,-,384
YGR203W,VII,905237,905683,+,447
YGL150C,VII,221104,225573,-,4470
YGR134W,VII,757770,761138,+,3369
YGR095C,VII,675671,676342,-,672
YGR214W,VII,920575,921788,+,1214
YGR269W,VII,1026636,1026962,+,327
YGR176W,VII,848720,849067,+,348
YGL263W,VII,2790,3932,+,1143
YGR057C,VII,604773,605501,-,729
YGL074C,VII,368596,368922,-,327
YGR007W,VII,506969,507940,+,972
YGR241C,VII,974875,976581,-,1707
YGR127W,VII,746798,747736,+,939
YGL219C,VII,82878,84257,-,1380
YGL061C,VII,388968,389711,-,744
YGR083C,VII,644860,646815,-,1956
YGL038C,VII,425362,426804,-,1443
YGL047W,VII,411552,412160,+,609
YGR244C,VII,978036,979319,-,1284
YGR289C,VII,1073963,1075813,-,1851
YGL089C,VII,344791,345153,-,363
YGL180W,VII,160065,162758,+,2694
YGR146C,VII,784223,784858,-,636
YGL149W,VII,225572,225877,+,306
YGL242C,VII,44652,45197,-,546
YGR106C,VII,698989,699786,-,798
YGR004W,VII,502938,504326,+,1389
YGR209C,VII,912913,913227,-,315
YGR052W,VII,593596,594705,+,1110
YGR158C,VII,805269,806021,-,753
YGR003W,VII,500132,502366,+,2235
YGR219W,VII,936035,936376,+,342
YGL247W,VII,36933,37526,+,594
YGR170W,VII,837142,840558,+,3417
YGR246C,VII,982482,984272,-,1791
YGL183C,VII,156543,157285,-,743
YGR160W,VII,807073,807684,+,612
YGR204C-A,VII,909061,909174,-,114
YGR039W,VII,574888,575199,+,312
YGL059W,VII,392223,393698,+,1476
YGL123W,VII,277617,278381,+,765
YGL099W,VII,314631,316553,+,1923
YGR102C,VII,694584,695135,-,552
YGL233W,VII,59122,61854,+,2733
YGL072C,VII,371003,371362,-,360
YGL056C,VII,396035,397618,-,1584
YGR104C,VII,697445,698368,-,924
YGR240C,VII,970771,973734,-,2964
YGR243W,VII,977336,977776,+,441
YGR275W,VII,1043276,1043749,+,474
YGL088W,VII,345836,346201,+,366
YGR020C,VII,526973,527329,-,357
YGR100W,VII,690245,693097,+,2853
YGR231C,VII,952548,953480,-,933
YGR215W,VII,922175,922507,+,333
YGR018C,VII,524365,524694,-,330
YGL152C,VII,216692,217369,-,678
YGL212W,VII,91432,92382,+,951
YGL066W,VII,377609,379582,+,1974
YGL060W,VII,390065,391990,+,1926
YGL185C,VII,153167,154306,-,1140
YGR145W,VII,781767,783890,+,2124
YGL011C,VII,474489,475247,-,759
YGR147C,VII,786054,786920,-,867
YGR036C,VII,558149,558868,-,720
YGL122C,VII,278946,280523,-,1578
YGL261C,VII,6290,6652,-,363
YGL041C,VII,419022,419225,-,204
YGR099W,VII,687899,689965,+,2067
YGR046W,VII,584895,586052,+,1158
YGL188C-A,VII,148824,148964,-,141
YGR216C,VII,922633,924462,-,1830
tG(UCC)G,VII,779616,779687,+,72
YGR047C,VII,586392,589469,-,3078
YGR238C,VII,966039,968687,-,2649
YGR282C,VII,1057783,1058724,-,942
YGL132W,VII,261580,261915,+,336
tA(AGC)G,VII,774349,774421,+,73
YGR169C,VII,834689,835903,-,1215
YGR063C,VII,617516,617824,-,309
YGR256W,VII,1004624,1006102,+,1479
YGL036W,VII,428601,431330,+,2730
YGR192C,VII,882812,883810,-,999
YGL191W,VII,144808,145197,+,390
YGR051C,VII,592906,593229,-,324
YGR013W,VII,514554,516416,+,1863
YGR123C,VII,736662,738203,-,1542
YGL209W,VII,95858,97006,+,1149
YGL163C,VII,193707,196403,-,2697
YGR296C-A,VII,1088870,1089445,-,576
YGL178W,VII,167352,170571,+,3220
YGL092W,VII,337906,341859,+,3954
YGR132C,VII,755589,756452,-,864
YGL208W,VII,97338,98585,+,1248
tL(GAG)G,VII,700675,700756,+,82
YGR059W,VII,607563,609101,+,1539
YGR114C,VII,720265,720654,-,390
YGR128C,VII,747950,750091,-,2142
YGL246C,VII,37617,38780,-,1164
YGL190C,VII,145809,147389,-,1581
YGR033C,VII,554248,554967,-,720
YGL112C,VII,298178,299728,-,1551
YGL001C,VII,495453,496502,-,1050
YGR168C,VII,833352,834482,-,1131
YGL093W,VII,334886,337639,+,2754
YGR120C,VII,730033,730821,-,789
YGR027C,VII,534132,534458,-,327
YGL259W,VII,8470,8967,+,498
YGR294W,VII,1080306,1080668,+,363
YGR124W,VII,739944,741662,+,1719
YGL103W,VII,310967,311927,+,961
YGL062W,VII,385196,388732,+,3537
YGR049W,VII,591314,591877,+,564
snR39,VII,365163,365251,-,89
YGR076C,VII,637104,637577,-,474
YGL161C,VII,199210,200142,-,933
YGR062C,VII,616328,617278,-,951
tV(AAC)G1,VII,412294,412367,-,74
